"order_id","order_date","customer_id","product_id","order_details_id","quantity","order_sales","order_profits","order_profit_ratio","order_discount","customer_name","customer_segment","shipping_region","shipping_city","shipping_state","shipping_country","shipping_postal_code","shipping_date","shipping_mode","product_name","product_category","product_subcategory","product_manufacturer"
"CA-2018-121839","2018-09-24 00:00:00","540","144","6486","3","1170","-253","-0.22","0.4","Mick Hernandez","Home Office","East","Lancaster","Ohio","United States","43130","2018-09-28 00:00:00","Standard Class","Apple iPhone 5","Technology","Phones","Apple"
"CA-2018-121853","2018-09-23 00:00:00","243","901","6487","3","73","24","0.33","0.2","Duane Benoit","Consumer","West","Los Angeles","California","United States","90036","2018-09-29 00:00:00","Standard Class","Ibico Plastic Spiral Binding Combs","Office Supplies","Binders","Ibico"
"CA-2018-121853","2018-09-23 00:00:00","243","1701","6488","8","211","97","0.46","0","Duane Benoit","Consumer","West","Los Angeles","California","United States","90036","2018-09-29 00:00:00","Standard Class","Xerox 1909","Office Supplies","Paper","Xerox"
"CA-2018-121853","2018-09-23 00:00:00","243","786","6489","2","595","59","0.1","0.2","Duane Benoit","Consumer","West","Los Angeles","California","United States","90036","2018-09-29 00:00:00","Standard Class","GuestStacker Chair with Chrome Finish Legs","Furniture","Chairs","Other"
"CA-2018-121888","2018-09-15 00:00:00","125","251","6490","2","16","7","0.4","0","Carl Ludwig","Consumer","East","Everett","Massachusetts","United States","2149","2018-09-17 00:00:00","Second Class","Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack","Office Supplies","Art","Avery"
"CA-2018-121888","2018-09-15 00:00:00","125","729","6491","1","40","12","0.29","0","Carl Ludwig","Consumer","East","Everett","Massachusetts","United States","2149","2018-09-17 00:00:00","Second Class","GE DSL Phone Line Filter","Technology","Phones","GE"
"CA-2018-121888","2018-09-15 00:00:00","125","1644","6492","7","242","116","0.48","0","Carl Ludwig","Consumer","East","Everett","Massachusetts","United States","2149","2018-09-17 00:00:00","Second Class","Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges","Office Supplies","Binders","Wilson Jones"
"CA-2018-121888","2018-09-15 00:00:00","125","168","6493","3","783","204","0.26","0","Carl Ludwig","Consumer","East","Everett","Massachusetts","United States","2149","2018-09-17 00:00:00","Second Class","Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors","Furniture","Bookcases","Atlantic"
"CA-2018-121909","2018-07-31 00:00:00","268","1791","6494","3","55","18","0.33","0.2","Erin Ashbrook","Corporate","East","Philadelphia","Pennsylvania","United States","19134","2018-08-05 00:00:00","Standard Class","Xerox 1991","Office Supplies","Paper","Xerox"
"CA-2018-122007","2018-03-18 00:00:00","354","638","6495","7","91","26","0.29","0","Jason Klamczynski","Corporate","West","Los Angeles","California","United States","90032","2018-03-20 00:00:00","Second Class","Fellowes Basic Home/Office Series Surge Protectors","Office Supplies","Appliances","Fellowes"
"CA-2018-122028","2018-08-18 00:00:00","146","695","6496","3","11","-8","-0.73","0.7","Chloris Kastensmidt","Consumer","East","Lakewood","Ohio","United States","44107","2018-08-25 00:00:00","Standard Class","GBC Personal VeloBind Strips","Office Supplies","Binders","GBC"
"CA-2018-122035","2018-07-20 00:00:00","254","194","6497","2","15","7","0.47","0","Elizabeth Moffitt","Corporate","Central","Sioux Falls","South Dakota","United States","57103","2018-07-25 00:00:00","Standard Class","Avery 486","Office Supplies","Labels","Avery"
"CA-2018-122035","2018-07-20 00:00:00","254","265","6498","5","43","20","0.47","0","Elizabeth Moffitt","Corporate","Central","Sioux Falls","South Dakota","United States","57103","2018-07-25 00:00:00","Standard Class","Avery Printable Repositionable Plastic Tabs","Office Supplies","Binders","Avery"
"CA-2018-122035","2018-07-20 00:00:00","254","415","6499","7","61","30","0.5","0","Elizabeth Moffitt","Corporate","Central","Sioux Falls","South Dakota","United States","57103","2018-07-25 00:00:00","Standard Class","Cardinal Slant-D Ring Binders","Office Supplies","Binders","Cardinal"
"CA-2018-122035","2018-07-20 00:00:00","254","1179","6500","3","183","27","0.15","0","Elizabeth Moffitt","Corporate","Central","Sioux Falls","South Dakota","United States","57103","2018-07-25 00:00:00","Standard Class","Novimex Fabric Task Chair","Furniture","Chairs","Novimex"
"CA-2018-122035","2018-07-20 00:00:00","254","1008","6501","3","390","133","0.34","0","Elizabeth Moffitt","Corporate","Central","Sioux Falls","South Dakota","United States","57103","2018-07-25 00:00:00","Standard Class","Logitech G35 7.1-Channel Surround Sound Headset","Technology","Accessories","Logitech"
"CA-2018-122035","2018-07-20 00:00:00","254","9","6502","2","416","112","0.27","0","Elizabeth Moffitt","Corporate","Central","Sioux Falls","South Dakota","United States","57103","2018-07-25 00:00:00","Standard Class","1.7 Cubic Foot Compact ""Cube"" Office Refrigerators","Office Supplies","Appliances","Other"
"CA-2018-122056","2018-06-13 00:00:00","592","352","6503","7","182","51","0.28","0","Paul Gonzalez","Consumer","South","Springfield","Virginia","United States","22153","2018-06-17 00:00:00","Standard Class","Boston 1799 Powerhouse Electric Pencil Sharpener","Office Supplies","Art","Boston"
"CA-2018-122077","2018-05-19 00:00:00","352","200","6504","4","13","4","0.33","0.2","Jason Fortune-","Consumer","Central","Plano","Texas","United States","75023","2018-05-25 00:00:00","Standard Class","Avery 491","Office Supplies","Labels","Avery"
"CA-2018-122077","2018-05-19 00:00:00","352","940","6505","1","96","10","0.1","0.2","Jason Fortune-","Consumer","Central","Plano","Texas","United States","75023","2018-05-25 00:00:00","Standard Class","Jabra Supreme Plus Driver Edition Headset","Technology","Phones","Jabra"
"CA-2018-122105","2018-06-24 00:00:00","133","376","6506","8","96","26","0.27","0","Caroline Jumper","Consumer","West","Huntington Beach","California","United States","92646","2018-06-28 00:00:00","Standard Class","Bulldog Vacuum Base Pencil Sharpener","Office Supplies","Art","Bulldog"
"CA-2018-122112","2018-09-25 00:00:00","130","1438","6507","4","24","9","0.36","0.2","Carol Adams","Corporate","East","Lakewood","Ohio","United States","44107","2018-09-29 00:00:00","Standard Class","Security-Tint Envelopes","Office Supplies","Envelopes","Other"
"CA-2018-122154","2018-04-09 00:00:00","721","187","6508","3","15","5","0.33","0.2","Sue Ann Reed","Consumer","South","Jacksonville","Florida","United States","32216","2018-04-11 00:00:00","First Class","Avery 48","Office Supplies","Labels","Avery"
"CA-2018-122154","2018-04-09 00:00:00","721","234","6509","1","17","-13","-0.77","0.7","Sue Ann Reed","Consumer","South","Jacksonville","Florida","United States","32216","2018-04-11 00:00:00","First Class","Avery Arch Ring Binders","Office Supplies","Binders","Avery"
"CA-2018-122154","2018-04-09 00:00:00","721","1708","6510","3","252","88","0.35","0.2","Sue Ann Reed","Consumer","South","Jacksonville","Florida","United States","32216","2018-04-11 00:00:00","First Class","Xerox 1915","Office Supplies","Paper","Xerox"
"CA-2018-122175","2018-05-12 00:00:00","184","1463","6511","2","6","3","0.48","0","Cynthia Arntzen","Consumer","East","Vineland","New Jersey","United States","8360","2018-05-14 00:00:00","Second Class","Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set","Office Supplies","Labels","Smead"
"CA-2018-122175","2018-05-12 00:00:00","184","89","6512","2","17","4","0.26","0","Cynthia Arntzen","Consumer","East","Vineland","New Jersey","United States","8360","2018-05-14 00:00:00","Second Class","Acme Titanium Bonded Scissors","Office Supplies","Supplies","Acme"
"CA-2018-122175","2018-05-12 00:00:00","184","491","6513","5","43","15","0.36","0","Cynthia Arntzen","Consumer","East","Vineland","New Jersey","United States","8360","2018-05-14 00:00:00","Second Class","DAX Cubicle Frames, 8-1/2 x 11","Furniture","Furnishings","DAX"
"CA-2018-122175","2018-05-12 00:00:00","184","1069","6514","5","87","35","0.4","0","Cynthia Arntzen","Consumer","East","Vineland","New Jersey","United States","8360","2018-05-14 00:00:00","Second Class","Maxell Pro 80 Minute CD-R, 10/Pack","Technology","Accessories","Maxell"
"CA-2018-122196","2018-09-22 00:00:00","150","726","6515","2","392","114","0.29","0","Christina Anderson","Consumer","East","Wilmington","Delaware","United States","19805","2018-09-24 00:00:00","First Class","GE 30524EE4","Technology","Phones","GE"
"CA-2018-122280","2018-09-10 00:00:00","692","1348","6516","2","19","9","0.48","0","Shahid Hopkins","Consumer","East","New York City","New York","United States","10024","2018-09-10 00:00:00","Same Day","Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk","Office Supplies","Paper","REDIFORM"
"CA-2018-122308","2018-03-24 00:00:00","498","737","6517","2","272","60","0.22","0.1","Mark Van Huff","Consumer","East","New York City","New York","United States","10011","2018-03-28 00:00:00","Standard Class","Global Airflow Leather Mesh Back Chair, Black","Furniture","Chairs","Global"
"CA-2018-122364","2018-09-24 00:00:00","281","1466","6518","3","506","177","0.35","0.2","Frank Atkinson","Corporate","West","Los Angeles","California","United States","90008","2018-09-29 00:00:00","Standard Class","Socket Bluetooth Cordless Hand Scanner (CHS)","Technology","Machines","Socket"
"CA-2018-122364","2018-09-24 00:00:00","281","1629","6519","3","859","75","0.09","0.2","Frank Atkinson","Corporate","West","Los Angeles","California","United States","90008","2018-09-29 00:00:00","Standard Class","Wilson Electronics DB Pro Signal Booster","Technology","Phones","Other"
"CA-2018-122490","2018-11-13 00:00:00","737","243","6520","3","9","4","0.49","0","Ted Trevino","Consumer","West","Seattle","Washington","United States","98103","2018-11-18 00:00:00","Standard Class","Avery File Folder Labels","Office Supplies","Labels","Avery"
"CA-2018-122490","2018-11-13 00:00:00","737","1484","6521","3","345","10","0.03","0","Ted Trevino","Consumer","West","Seattle","Washington","United States","98103","2018-11-18 00:00:00","Standard Class","Space Solutions HD Industrial Steel Shelving.","Office Supplies","Storage","Space Solutions"
"CA-2018-122490","2018-11-13 00:00:00","737","685","6522","11","563","190","0.34","0.2","Ted Trevino","Consumer","West","Seattle","Washington","United States","98103","2018-11-18 00:00:00","Standard Class","GBC DocuBind P50 Personal Binding Machine","Office Supplies","Binders","GBC"
"CA-2018-122490","2018-11-13 00:00:00","737","770","6523","6","2405","150","0.06","0.2","Ted Trevino","Consumer","West","Seattle","Washington","United States","98103","2018-11-18 00:00:00","Standard Class","Global Troy Executive Leather Low-Back Tilter","Furniture","Chairs","Global"
"CA-2018-122504","2018-11-07 00:00:00","217","140","6524","3","60","14","0.23","0","Deborah Brumfield","Home Office","West","Brentwood","California","United States","94513","2018-11-12 00:00:00","Second Class","Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard","Technology","Accessories","Anker"
"CA-2018-122504","2018-11-07 00:00:00","217","1277","6525","7","762","67","0.09","0.2","Deborah Brumfield","Home Office","West","Brentwood","California","United States","94513","2018-11-12 00:00:00","Second Class","Plantronics CS 50-USB - headset - Convertible, Monaural","Technology","Phones","Plantronics"
"CA-2018-122539","2018-12-01 00:00:00","686","55","6526","7","8","-6","-0.7","0.7","Sean Christensen","Consumer","East","Philadelphia","Pennsylvania","United States","19140","2018-12-05 00:00:00","Standard Class","Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue","Office Supplies","Binders","Acco"
"CA-2018-122539","2018-12-01 00:00:00","686","191","6527","4","16","5","0.33","0.2","Sean Christensen","Consumer","East","Philadelphia","Pennsylvania","United States","19140","2018-12-05 00:00:00","Standard Class","Avery 483","Office Supplies","Labels","Avery"
"CA-2018-122539","2018-12-01 00:00:00","686","742","6528","2","399","-28","-0.07","0.3","Sean Christensen","Consumer","East","Philadelphia","Pennsylvania","United States","19140","2018-12-05 00:00:00","Standard Class","Global Commerce Series High-Back Swivel/Tilt Chairs","Furniture","Chairs","Global"
"CA-2018-122595","2018-12-14 00:00:00","296","1054","6529","1","2","-1","-0.65","0.6","Gary Mitchum","Home Office","Central","Chicago","Illinois","United States","60653","2018-12-20 00:00:00","Standard Class","Master Caster Door Stop, Gray","Furniture","Furnishings","Master Caster"
"CA-2018-122595","2018-12-14 00:00:00","296","1400","6530","3","53","20","0.38","0.2","Gary Mitchum","Home Office","Central","Chicago","Illinois","United States","60653","2018-12-20 00:00:00","Standard Class","Samsung HM1900 Bluetooth Headset","Technology","Phones","Samsung"
"CA-2018-122595","2018-12-14 00:00:00","296","956","6531","3","228","28","0.13","0.2","Gary Mitchum","Home Office","Central","Chicago","Illinois","United States","60653","2018-12-20 00:00:00","Standard Class","Kensington Expert Mouse Optical USB Trackball for PC or Mac","Technology","Accessories","Kensington"
"CA-2018-122644","2018-11-12 00:00:00","730","1524","6532","2","11","4","0.33","0.2","Sylvia Foulston","Corporate","East","Columbus","Ohio","United States","43229","2018-11-17 00:00:00","Standard Class","Strathmore Photo Mount Cards","Office Supplies","Paper","Strathmore"
"CA-2018-122644","2018-11-12 00:00:00","730","1604","6533","2","19","3","0.16","0.2","Sylvia Foulston","Corporate","East","Columbus","Ohio","United States","43229","2018-11-17 00:00:00","Standard Class","Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack","Technology","Accessories","Verbatim"
"CA-2018-122693","2018-02-19 00:00:00","573","954","6534","7","1246","361","0.29","0","Nicole Hansen","Corporate","South","Roswell","Georgia","United States","30076","2018-02-21 00:00:00","Second Class","Kensington 7 Outlet MasterPiece Power Center","Office Supplies","Appliances","Kensington"
"CA-2018-122700","2018-11-26 00:00:00","473","1108","6535","8","221","-40","-0.18","0.4","Liz Thompson","Consumer","East","Columbus","Ohio","United States","43229","2018-11-30 00:00:00","Standard Class","Motorola L804","Technology","Phones","Motorola"
"CA-2018-122707","2018-04-16 00:00:00","249","1408","6536","2","26","2","0.06","0","Edward Becker","Corporate","South","Hoover","Alabama","United States","35244","2018-04-18 00:00:00","First Class","SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card","Technology","Accessories","SanDisk"
"CA-2018-122707","2018-04-16 00:00:00","249","461","6537","4","477","10","0.02","0","Edward Becker","Corporate","South","Hoover","Alabama","United States","35244","2018-04-18 00:00:00","First Class","Compact Automatic Electric Letter Opener","Office Supplies","Supplies","Other"
"CA-2018-122735","2018-04-12 00:00:00","88","1519","6538","5","30","13","0.45","0","Bill Donatelli","Consumer","East","Providence","Rhode Island","United States","2908","2018-04-15 00:00:00","Second Class","Storex Dura Pro Binders","Office Supplies","Binders","Storex"
"CA-2018-122735","2018-04-12 00:00:00","88","1744","6539","4","40","18","0.45","0","Bill Donatelli","Consumer","East","Providence","Rhode Island","United States","2908","2018-04-15 00:00:00","Second Class","Xerox 1948","Office Supplies","Paper","Xerox"
"CA-2018-122763","2018-03-20 00:00:00","322","538","6540","2","57","19","0.34","0.2","Harry Greene","Consumer","Central","Houston","Texas","United States","77041","2018-03-20 00:00:00","Same Day","Easy-staple paper","Office Supplies","Paper","Easy-staple paper"
"CA-2018-122763","2018-03-20 00:00:00","322","1709","6541","7","274","103","0.38","0.2","Harry Greene","Consumer","Central","Houston","Texas","United States","77041","2018-03-20 00:00:00","Same Day","Xerox 1916","Office Supplies","Paper","Xerox"
"CA-2018-122770","2018-12-13 00:00:00","260","198","6542","3","9","4","0.49","0","Emily Phan","Consumer","West","San Francisco","California","United States","94122","2018-12-18 00:00:00","Standard Class","Avery 49","Office Supplies","Labels","Avery"
"CA-2018-122770","2018-12-13 00:00:00","260","1773","6543","2","13","6","0.49","0","Emily Phan","Consumer","West","San Francisco","California","United States","94122","2018-12-18 00:00:00","Standard Class","Xerox 1975","Office Supplies","Paper","Xerox"
"CA-2018-122770","2018-12-13 00:00:00","260","1796","6544","6","39","19","0.48","0","Emily Phan","Consumer","West","San Francisco","California","United States","94122","2018-12-18 00:00:00","Standard Class","Xerox 1996","Office Supplies","Paper","Xerox"
"CA-2018-122770","2018-12-13 00:00:00","260","564","6545","8","201","54","0.27","0","Emily Phan","Consumer","West","San Francisco","California","United States","94122","2018-12-18 00:00:00","Standard Class","Eldon Executive Woodline II Desk Accessories, Mahogany","Furniture","Furnishings","Eldon"
"CA-2018-122798","2018-12-28 00:00:00","728","1750","6546","1","4","2","0.45","0","Susan Vittorini","Consumer","West","Albuquerque","New Mexico","United States","87105","2019-01-01 00:00:00","Standard Class","Xerox 1953","Office Supplies","Paper","Xerox"
"CA-2018-122798","2018-12-28 00:00:00","728","581","6547","5","118","34","0.29","0","Susan Vittorini","Consumer","West","Albuquerque","New Mexico","United States","87105","2019-01-01 00:00:00","Standard Class","Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays","Office Supplies","Storage","Eldon"
"CA-2018-122945","2018-11-16 00:00:00","538","490","6548","3","17","5","0.3","0","Mick Brown","Consumer","West","Roseville","California","United States","95661","2018-11-22 00:00:00","Standard Class","DAX Cubicle Frames - 8x10","Furniture","Furnishings","DAX"
"CA-2018-122987","2018-08-16 00:00:00","680","1338","6549","3","13","-11","-0.83","0.7","Sarah Jordon","Consumer","South","Columbia","Tennessee","United States","38401","2018-08-16 00:00:00","Same Day","Recycled Easel Ring Binders","Office Supplies","Binders","Other"
"CA-2018-122987","2018-08-16 00:00:00","680","53","6550","4","67","-1","-0.01","0.2","Sarah Jordon","Consumer","South","Columbia","Tennessee","United States","38401","2018-08-16 00:00:00","Same Day","Acco Perma 3000 Stacking Storage Drawers","Office Supplies","Storage","Acco"
"CA-2018-122994","2018-02-06 00:00:00","498","379","6551","3","360","79","0.22","0","Mark Van Huff","Consumer","South","Arlington","Virginia","United States","22204","2018-02-09 00:00:00","First Class","Bush Andora Bookcase, Maple/Graphite Gray Finish","Furniture","Bookcases","Bush"
"CA-2018-123001","2018-09-02 00:00:00","56","1215","6552","5","9","3","0.29","0","Anthony Witt","Consumer","West","Bakersfield","California","United States","93309","2018-09-08 00:00:00","Standard Class","OIC #2 Pencils, Medium Soft","Office Supplies","Art","Other"
"CA-2018-123001","2018-09-02 00:00:00","56","215","6553","5","74","37","0.5","0","Anthony Witt","Consumer","West","Bakersfield","California","United States","93309","2018-09-08 00:00:00","Standard Class","Avery 505","Office Supplies","Labels","Avery"
"CA-2018-123001","2018-09-02 00:00:00","56","1228","6554","2","202","13","0.06","0.2","Anthony Witt","Consumer","West","Bakersfield","California","United States","93309","2018-09-08 00:00:00","Standard Class","Ooma Telo VoIP Home Phone System","Technology","Phones","Other"
"CA-2018-123022","2018-09-03 00:00:00","669","1493","6555","5","83","29","0.35","0.2","Sample Company A","Home Office","West","La Mesa","California","United States","91941","2018-09-08 00:00:00","Standard Class","Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""","Office Supplies","Binders","Other"
"CA-2018-123022","2018-09-03 00:00:00","669","956","6556","3","285","85","0.3","0","Sample Company A","Home Office","West","La Mesa","California","United States","91941","2018-09-08 00:00:00","Standard Class","Kensington Expert Mouse Optical USB Trackball for PC or Mac","Technology","Accessories","Kensington"
"CA-2018-123029","2018-09-30 00:00:00","102","1329","6557","2","160","48","0.3","0","Bradley Talbott","Home Office","West","Los Angeles","California","United States","90049","2018-10-02 00:00:00","Second Class","Razer Kraken PRO Over Ear PC and Music Headset","Technology","Accessories","Razer"
"CA-2018-123036","2018-09-10 00:00:00","326","1085","6558","4","37","9","0.24","0.2","Helen Abelman","Consumer","East","Springfield","Ohio","United States","45503","2018-09-17 00:00:00","Standard Class","Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive","Technology","Accessories","Memorex"
"CA-2018-123036","2018-09-10 00:00:00","326","436","6559","2","260","-56","-0.22","0.4","Helen Abelman","Consumer","East","Springfield","Ohio","United States","45503","2018-09-17 00:00:00","Standard Class","Cisco IP Phone 7961G-GE VoIP phone","Technology","Phones","Cisco"
"CA-2018-123043","2018-08-24 00:00:00","13","68","6560","1","4","1","0.35","0.2","Alan Haines","Corporate","East","New York City","New York","United States","10024","2018-08-29 00:00:00","Standard Class","Acco Translucent Poly Ring Binders","Office Supplies","Binders","Acco"
"CA-2018-123043","2018-08-24 00:00:00","13","535","6561","4","25","8","0.31","0.2","Alan Haines","Corporate","East","New York City","New York","United States","10024","2018-08-29 00:00:00","Standard Class","DXL Angle-View Binders with Locking Rings by Samsill","Office Supplies","Binders","DXL"
"CA-2018-123071","2018-12-03 00:00:00","169","1798","6562","2","10","4","0.35","0.2","Clay Cheatham","Consumer","Central","Plano","Texas","United States","75023","2018-12-06 00:00:00","First Class","Xerox 1998","Office Supplies","Paper","Xerox"
"CA-2018-123085","2018-03-03 00:00:00","247","1182","6563","3","170","-17","-0.1","0.2","Ed Jacobs","Consumer","West","Los Angeles","California","United States","90008","2018-03-08 00:00:00","Standard Class","Novimex Turbo Task Chair","Furniture","Chairs","Novimex"
"CA-2018-123085","2018-03-03 00:00:00","247","918","6564","8","1049","441","0.42","0","Ed Jacobs","Consumer","West","Los Angeles","California","United States","90008","2018-03-08 00:00:00","Standard Class","Imation Bio 2GB USB Flash Drive Imation Corp","Technology","Accessories","Imation"
"CA-2018-123134","2018-05-02 00:00:00","238","554","6565","3","130","13","0.1","0","Dorothy Wardle","Corporate","East","Westfield","New Jersey","United States","7090","2018-05-07 00:00:00","Standard Class","Eldon Advantage Chair Mats for Low to Medium Pile Carpets","Furniture","Furnishings","Eldon"
"CA-2018-123239","2018-07-27 00:00:00","542","561","6566","3","91","-2","-0.03","0.2","Mike Gockenbach","Consumer","South","Jacksonville","Florida","United States","32216","2018-07-31 00:00:00","Second Class","Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear","Furniture","Furnishings","Eldon"
"CA-2018-123246","2018-10-17 00:00:00","64","541","6567","4","11","3","0.26","0","Astrea Jones","Consumer","West","San Diego","California","United States","92037","2018-10-19 00:00:00","Second Class","Economy #2 Pencils","Office Supplies","Art","Other"
"CA-2018-123351","2018-09-21 00:00:00","431","142","6568","1","80","24","0.3","0","Kean Thornton","Consumer","South","Columbus","Georgia","United States","31907","2018-09-25 00:00:00","Standard Class","APC 7 Outlet Network SurgeArrest Surge Protector","Office Supplies","Appliances","Other"
"CA-2018-123372","2018-11-28 00:00:00","219","343","6569","2","80","36","0.45","0","Deirdre Greer","Corporate","East","New York City","New York","United States","10035","2018-12-02 00:00:00","Standard Class","Blue String-Tie & Button Interoffice Envelopes, 10 x 13","Office Supplies","Envelopes","Other"
"CA-2018-123372","2018-11-28 00:00:00","219","775","6570","11","1980","495","0.25","0","Deirdre Greer","Corporate","East","New York City","New York","United States","10035","2018-12-02 00:00:00","Standard Class","Google Nexus 5","Technology","Phones","Other"
"CA-2018-123491","2018-10-30 00:00:00","346","1","6571","2","7","4","0.5","0","Jamie Kunitz","Consumer","West","San Francisco","California","United States","94122","2018-11-05 00:00:00","Standard Class","""While you Were Out"" Message Book, One Form per Page","Office Supplies","Paper","Other"
"CA-2018-123491","2018-10-30 00:00:00","346","29","6572","5","20","7","0.33","0","Jamie Kunitz","Consumer","West","San Francisco","California","United States","94122","2018-11-05 00:00:00","Standard Class","4009 Highlighters by Sanford","Office Supplies","Art","Other"
"CA-2018-123491","2018-10-30 00:00:00","346","211","6573","6","44","21","0.47","0","Jamie Kunitz","Consumer","West","San Francisco","California","United States","94122","2018-11-05 00:00:00","Standard Class","Avery 500","Office Supplies","Labels","Avery"
"CA-2018-123491","2018-10-30 00:00:00","346","762","6574","1","72","-1","-0.01","0.2","Jamie Kunitz","Consumer","West","San Francisco","California","United States","94122","2018-11-05 00:00:00","Standard Class","Global Leather Task Chair, Black","Furniture","Chairs","Global"
"CA-2018-123491","2018-10-30 00:00:00","346","733","6575","2","148","17","0.11","0.2","Jamie Kunitz","Consumer","West","San Francisco","California","United States","94122","2018-11-05 00:00:00","Standard Class","Geemarc AmpliPOWER60","Technology","Phones","Other"
"CA-2018-123491","2018-10-30 00:00:00","346","40","6576","14","1702","511","0.3","0","Jamie Kunitz","Consumer","West","San Francisco","California","United States","94122","2018-11-05 00:00:00","Standard Class","Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection","Office Supplies","Appliances","Acco"
"CA-2018-123624","2018-11-13 00:00:00","673","957","6577","5","83","29","0.35","0","Sanjit Engle","Consumer","West","Oxnard","California","United States","93030","2018-11-17 00:00:00","Second Class","Kensington K72356US Mouse-in-a-Box USB Desktop Mouse","Technology","Accessories","Kensington"
"CA-2018-123638","2018-06-27 00:00:00","532","1457","6578","3","192","32","0.17","0.1","Michelle Arnett","Home Office","East","Watertown","New York","United States","13601","2018-07-04 00:00:00","Standard Class","Situations Contoured Folding Chairs, 4/Set","Furniture","Chairs","Other"
"CA-2018-123659","2018-02-10 00:00:00","528","881","6579","4","23","11","0.49","0","Michael Nguyen","Consumer","East","Clinton","Maryland","United States","20735","2018-02-13 00:00:00","First Class","HP Office Recycled Paper (20Lb. and 87 Bright)","Office Supplies","Paper","HP"
"CA-2018-123687","2018-05-26 00:00:00","444","1051","6580","2","26","1","0.03","0","Kimberly Carter","Corporate","South","Louisville","Kentucky","United States","40214","2018-05-29 00:00:00","First Class","Martin-Yale Premier Letter Opener","Office Supplies","Supplies","Martin-Yale"
"CA-2018-123687","2018-05-26 00:00:00","444","294","6581","3","208","63","0.3","0","Kimberly Carter","Corporate","South","Louisville","Kentucky","United States","40214","2018-05-29 00:00:00","First Class","Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors","Office Supplies","Appliances","Belkin"
"CA-2018-123701","2018-11-24 00:00:00","587","325","6582","4","28","10","0.36","0","Patrick Gardner","Consumer","West","San Francisco","California","United States","94110","2018-11-27 00:00:00","First Class","BIC Liqua Brite Liner","Office Supplies","Art","BIC"
"CA-2018-123778","2018-09-23 00:00:00","117","61","6583","6","26","9","0.35","0.2","Bruce Stewart","Consumer","West","San Francisco","California","United States","94122","2018-09-30 00:00:00","Standard Class","Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""","Office Supplies","Binders","Acco"
"CA-2018-123778","2018-09-23 00:00:00","117","142","6584","2","161","48","0.3","0","Bruce Stewart","Consumer","West","San Francisco","California","United States","94122","2018-09-30 00:00:00","Standard Class","APC 7 Outlet Network SurgeArrest Surge Protector","Office Supplies","Appliances","Other"
"CA-2018-123967","2018-11-01 00:00:00","679","710","6585","5","25","8","0.31","0.2","Sarah Foster","Consumer","West","Bellingham","Washington","United States","98226","2018-11-03 00:00:00","Second Class","GBC Standard Plastic Binding Systems' Combs","Office Supplies","Binders","GBC"
"CA-2018-123967","2018-11-01 00:00:00","679","830","6586","9","2666","240","0.09","0","Sarah Foster","Consumer","West","Bellingham","Washington","United States","98226","2018-11-03 00:00:00","Second Class","Hon 94000 Series Round Tables","Furniture","Tables","Hon"
"CA-2018-123981","2018-10-02 00:00:00","641","1272","6587","1","66","17","0.26","0","Rob Williams","Corporate","East","New York City","New York","United States","10035","2018-10-08 00:00:00","Standard Class","Plantronics 81402","Technology","Phones","Plantronics"
"CA-2018-124086","2018-02-10 00:00:00","544","379","6588","2","204","17","0.08","0.15","Mike Pelletier","Home Office","West","Laguna Niguel","California","United States","92677","2018-02-14 00:00:00","Standard Class","Bush Andora Bookcase, Maple/Graphite Gray Finish","Furniture","Bookcases","Bush"
"CA-2018-124114","2018-03-02 00:00:00","650","67","6589","1","1","-1","-1.7","0.8","Roland Schwarz","Corporate","Central","Waco","Texas","United States","76706","2018-03-02 00:00:00","Same Day","Acco Suede Grain Vinyl Round Ring Binder","Office Supplies","Binders","Acco"
"CA-2018-124191","2018-06-12 00:00:00","772","572","6590","3","9","-7","-0.78","0.6","Troy Staebel","Consumer","Central","Chicago","Illinois","United States","60610","2018-06-14 00:00:00","Second Class","Eldon Expressions Wood Desk Accessories, Oak","Furniture","Furnishings","Eldon"
"CA-2018-124205","2018-09-15 00:00:00","742","496","6591","5","47","19","0.4","0","Theresa Coyne","Corporate","East","Lakewood","New Jersey","United States","8701","2018-09-19 00:00:00","Standard Class","DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7","Furniture","Furnishings","DAX"
